subject_id,unit_type,segment_kind,physicsKind,pendulum_E_J,pendulum_T_sec,pendulum_regime,total_time_T,show_T,fade_T,hide_T,total_time_sec,show_sec,fade_sec,hide_sec,w_max_deg,theta_actual_deg,theta_estimated_deg,delta_theta_deg,abs_delta_theta_deg,theta_actual_rad,theta_estimated_rad,delta_theta_rad,abs_delta_theta_rad,rt_estimate_sec
0004,pendulumPractice,practice,pendulum,40.179999999996035,4.765539303562046,oscillation,2.0952739463456105,1.9588780510239303,0.03147597584346458,0.10491991947821527,9.98511034303956,9.33511034303956,0.15,0.5,91.4325437375607,26.37484895803083,38.695785913272196,12.320936955241367,12.320936955241367,0.4603279540338337,0.6753688708334408,0.21504091679960705,0.21504091679960705,4.6005
0004,pendulumStimulus,practice,pendulum,40.17999999997506,4.765539303561451,oscillation,1.7529795548681468,1.6165836595464498,0.031475975843468514,0.10491991947822837,8.35389296706381,7.70389296706381,0.15,0.5,91.43254373753005,49.58529416269328,-16.252823053718423,-65.83811721641172,65.83811721641169,0.8654266437089226,-0.2836652750314257,-1.1490919187403486,1.149091918740348,3.387700000047684
0004,pendulumStimulus,practice,pendulum,40.17999999999322,4.765539303561966,oscillation,1.8237945013016612,1.687398605979979,0.031475975843465114,0.10491991947821704,8.691364377573262,8.041364377573261,0.15,0.5,91.4325437375566,62.86229601675341,91.14812533992759,28.28582932317418,28.28582932317418,1.0971540408556635,1.5908348942022121,0.49368085334654865,0.49368085334654865,5.411100000023842
0004,pendulumStimulus,practice,pendulum,40.18000000001689,4.7655393035626386,oscillation,1.9784077782452065,1.8420118829235435,0.03147597584346067,0.10491991947820224,9.428180025701568,8.778180025701568,0.15,0.5,91.43254373759119,-16.76939744904874,21.078172791093344,37.847570240142076,37.847570240142076,-0.2926811990614385,0.3678835155088617,0.6605647145703001,0.6605647145703001,2.917800000011921
0004,pendulumStimulus,practice,pendulum,40.18000000000923,4.765539303562422,oscillation,1.8376174633659441,1.701221568044275,0.0314759758434621,0.104919919478207,8.757238246583086,8.107238246583085,0.15,0.5,91.43254373757999,9.572604023347033,6.637885338648293,-2.934718684698739,2.9347186846987414,0.16707345819706185,0.11585295452927152,-0.05122050366779033,0.051220503667790365,4.029699999988079
0004,pendulumStimulus,practice,pendulum,40.179999999965936,4.765539303561192,oscillation,1.5741444571677967,1.4377485618460923,0.03147597584347023,0.10491991947823409,7.501647280116132,6.851647280116132,0.15,0.5,91.4325437375167,21.139276419510722,16.180881770879193,-4.958394648631528,4.958394648631528,0.36894997500966015,0.28240966277777263,-0.08654031223188752,0.08654031223188752,3.448
0004,pendulumPractice,block,pendulum,24.00999999998816,4.389243040716453,oscillation,2.134647300802682,1.9865579847246408,0.03417445755647097,0.1139148585215699,9.369485809432332,8.719485809432332,0.15,0.5,67.20096872809242,-11.109793807770515,-4.404879439615815,6.704914368154699,6.704914368154699,-0.19390248116327347,-0.07687964937469872,0.11702283178857474,0.11702283178857474,2.2385
0004,pendulumStimulus,block,pendulum,24.01000000002847,4.389243040717229,oscillation,1.3917387298871948,1.2436494138091803,0.03417445755646493,0.11391485852154976,6.108679534654006,5.458679534654006,0.15,0.5,67.20096872815633,10.683605029702232,18.512230273345807,7.828625243643576,7.828625243643576,0.18646408375093051,0.3230993701572542,0.1366352864063237,0.1366352864063237,1.867199999988079
0004,pendulumStimulus,block,pendulum,24.01000000000843,4.389243040716843,oscillation,1.6458992239651589,1.497809907887131,0.03417445755646793,0.11391485852155978,7.224251714510325,6.574251714510325,0.15,0.5,67.20096872812455,27.94023393145211,31.761439719455016,3.821205788002909,3.821205788002909,0.4876490758812789,0.5543416982781941,0.0666926223969152,0.0666926223969152,2.2028999999761583
0004,pendulumStimulus,block,pendulum,24.00999999998964,4.389243040716481,oscillation,1.7061110256338001,1.55802170955576,0.03417445755647075,0.11391485852156916,7.488535945952815,6.838535945952815,0.15,0.5,67.20096872809476,37.61133834808362,52.04238348558967,14.431045137506043,14.431045137506043,0.6564416902556642,0.9083109424090625,0.2518692521533983,0.2518692521533983,2.4052999999523164
0004,pendulumStimulus,block,pendulum,24.010000000019744,4.38924304071706,oscillation,1.4027986774319097,1.254709361353889,0.03417445755646624,0.11391485852155413,6.1572243324451055,5.507224332445105,0.15,0.5,67.20096872814248,3.114497737694309,9.516057606362047,6.401559868667738,6.401559868667738,0.05435824006868039,0.16608653704046822,0.11172829697178782,0.11172829697178782,1.974199999988079
0004,pendulumStimulus,block,pendulum,24.01000000000089,4.389243040716698,oscillation,1.6971718327706113,1.5490825166925788,0.03417445755646906,0.11391485852156354,7.44929965588881,6.7992996558888095,0.15,0.5,67.20096872811261,43.2091406963908,35.937389213359765,-7.271751483031038,7.271751483031033,0.754141772109495,0.6272257663438228,-0.1269160057656722,0.12691600576567208,1.995300000011921
0004,pendulumPractice,block,pendulum,21.07000000001208,4.3342701538667985,oscillation,1.4126639367484994,1.2626963581424206,0.034607902755248936,0.11535967585082978,6.122867138492996,5.472867138492996,0.15,0.5,62.45145404053578,-9.889770208183648,-10.060233269872537,-0.1704630616888897,0.1704630616888897,-0.1726090523984497,-0.17558419407795103,-0.002975141679501331,0.002975141679501331,2.474699999988079
0004,pendulumStimulus,block,pendulum,21.07000000000627,4.334270153866693,oscillation,1.8848396890269203,1.734872110420838,0.034607902755249775,0.1153596758508326,8.16940440897276,7.519404408972759,0.15,0.5,62.4514540405262,-39.68943346086797,-35.98370771291117,3.705725747956798,3.705725747956798,-0.692711292143354,-0.6280341766655784,0.06467711547777566,0.06467711547777566,2.5046000000238418
